         usid   latitude   longitude                 cell  earfcndl
21814   43153  34.102278 -118.339785        CLL25602_3B_1      9820
21815   43153  34.102278 -118.339785        CLL25602_3B_1      9820
21816   87822  33.226764 -117.291055        CAL01008_3A_1      9820
21817   46877  34.105000 -118.299944        CLL05076_7C_1      5780
21818   87822  33.226332 -117.291249        CAL01008_3C_1      9820
21819   88080  32.808894 -117.233412        CAL05071_9C_1       700
21820   40742  33.217561 -117.396262        CAL00129_9C_1       700
21821   48122  33.792000 -118.261528        CLL02857_2B_1      1975
21822   48122  33.792000 -118.261528        CLL02857_2B_1      1975
21823  117189  34.161089 -118.169050        CLL00211_2A_1      1975
21824   48122  33.792000 -118.261528        CLL02857_7B_1      5780
21825   48122  33.792000 -118.261528        CLL02857_7B_1      5780
21826   48122  33.792000 -118.261528        CLL02857_9A_1       850
21827   48381  34.263861 -118.645667        CSL01724_7C_1      5780
21828  117189  34.161089 -118.169050        CLL00100_2C_1      1975
21829  117189  34.161089 -118.169050        CLL00101_2B_1      1975
21830  117189  34.161089 -118.169050        CLL00210_2C_1      1975
21831   11761  34.025861 -118.349889        CLL22426_7A_1      5780
21832   11761  34.025861 -118.349889        CLL02426_2B_1      1975
21833  119934  32.729053 -117.204825        CAL03332_9B_1       700
21834  117347  32.728870 -117.191678        CAL03781_9C_1       700
21835  159998  32.816789 -117.221540        CAL03283_9C_1       700
21836  159998  32.816789 -117.221540        CAL03283_9C_1       700
21837   48122  33.792000 -118.261528        CLL02857_2A_1      1975
21838  118869  32.732011 -117.205176     CAL04980_9W_1_DB       700
21839   44516  32.975588 -117.167901        CAL00599_3B_1      9820
21840  117189  34.161089 -118.169050        CLL00100_2A_1      1975
21841  164079  32.794169 -117.190964        CAL03880_9C_1       700
21842  164079  32.794169 -117.190964        CAL03880_9C_1       700
21843  117189  34.161089 -118.169050        CLL04920_2A_1      1975
21844   48381  34.263861 -118.645667        CSL01724_9B_1       850
21845   13859  32.957977 -117.221734        CAL00461_2B_1      2200
21846   13859  32.957977 -117.221734        CAL00461_2B_1      2200
21847   11826  34.147361 -118.363611        CLL05279_2D_1      1975
21848   11761  34.025861 -118.349889        CLL02426_9C_1       850
21849   87925  32.835385 -117.189181        CAL05084_9B_1       700
21850   87925  32.835385 -117.189181        CAL05084_9B_1       700
21851   13859  32.957977 -117.221734        CAL00461_3C_1      9820
21852   11761  34.025861 -118.349889        CLL22426_2A_1      1975
21853   11761  34.025861 -118.349889        CLL02426_7B_1      5780
21854   48381  34.263861 -118.645667        CSL01724_7B_1      5780
21855  115835  32.734698 -117.215541        CAL03891_9B_1       700
21856  117347  32.728870 -117.191678        CAL05881_9D_1       700
21857  118869  32.732011 -117.205176     CAL03981_9S_1_DB       700
21858  117189  34.161089 -118.169050        CLL00211_2B_1      1975
21859  117189  34.161089 -118.169050        CLL00102_2C_1      1975
21860  117189  34.161089 -118.169050        CLL00102_2A_1      1975
21861   11761  34.025861 -118.349889        CLL02426_2C_1      1975
21862  117189  34.161089 -118.169050        CLL00101_2A_1      1975
21863   48381  34.263861 -118.645667        CSL01724_7A_1      5780
21864  146303  32.710897 -117.163618        CAL04256_9F_1       700
21865   44516  32.975588 -117.167901        CAL00599_3C_1      9820
21866   13859  32.957977 -117.221734        CAL00461_3B_1      9820
21867   13859  32.957977 -117.221734        CAL00461_3B_1      9820
21868   11761  34.025861 -118.349889        CLL02426_9B_1       850
21869  118869  32.732011 -117.205176     CAL04120_9T_1_DB       700
21870  146303  32.710897 -117.163618        CAL05256_9D_1       700
21871  117189  34.161089 -118.169050        CLL04920_2C_1      1975
21872  124855  32.704553 -117.157751        CAL20722_9B_1       700
21873   11761  34.025861 -118.349889        CLL02426_7C_1      5780
21874   43153  34.102278 -118.339785        CLL25602_2B_1      1975
21875   43153  34.102278 -118.339785        CLL25602_2B_1      1975
21876   13859  32.957977 -117.221734        CAL00461_2A_1      2200
21877   13859  32.957977 -117.221734        CAL00461_3A_1      9820
21878  132486  32.723354 -117.170860        CAL03876_9C_1       700
21879   43153  34.102278 -118.339785        CLL25602_7B_1      5780
21880   43153  34.102278 -118.339785        CLL25602_7B_1      5780
21881   48381  34.263861 -118.645667        CSL01724_9A_1       850
21882  118869  32.732011 -117.205176     CAL03980_9V_1_DB       700
21883   13859  32.957977 -117.221734        CAL00461_2C_1      2200
21884   48122  33.792000 -118.261528        CLL02857_9B_1       850
21885   48122  33.792000 -118.261528        CLL02857_9B_1       850
21886  122587  32.797284 -117.251628        CAL03504_9B_1       700
21887   43153  34.102278 -118.339785        CLL25602_9B_1       850
21888   43153  34.102278 -118.339785        CLL25602_9B_1       850
21889  117189  34.161089 -118.169050        CLL00102_2B_1      1975
21890   11761  34.025861 -118.349889        CLL22426_9A_1       850
21891   50565  34.060380 -118.205870        CLL08488_3C_1      9820
21892   50565  34.060380 -118.205870        CLL08488_3C_1      9820
21893   12497  34.372833 -119.421000        CSL21463_7C_1      5780
21894   12497  34.372833 -119.421000        CSL21463_3C_1      9820
21895   48377  34.060295 -118.412797        CLL05502_2A_1      1975
21896   48377  34.060295 -118.412797        CLL05502_2A_1      1975
21897   12038  33.874194 -118.281861        CLL02625_9C_1       850
21898  146706  34.091561 -117.891631        CLL02733_9C_1       850
21899  123234  34.194233 -118.333264        CLL05035_2A_1      1975
21900  123234  34.194233 -118.333264        CLL05035_2A_1      1975
21901  138812  34.072622 -118.283599        CLL02368_7B_1      5780
21902   47982  33.825694 -118.376639        CLL22850_2A_1      1975
21903  120547  34.050343 -118.384252        CLL05598_2C_1      1975
21904  120547  34.050343 -118.384252        CLL05598_2C_1      1975
21905   12450  33.463833 -117.681722        CLL03885_2A_1      1975
21906   47982  33.825694 -118.376639        CLL22850_2C_1      1975
21907  133873  33.565997 -117.670939        CLL26181_3B_1      9820
21908   15204  35.350811 -118.897025        CSL00012_9C_1      1125
21909  146706  34.091561 -117.891631        CLL02733_9D_1       850
21910  146706  34.091561 -117.891631        CLL02733_9D_1       850
21911   12038  33.874194 -118.281861        CLL02625_7C_1      5780
21912   48089  34.165098 -118.326057        CLL25070_2A_1      1975
21913   48089  34.165098 -118.326057        CLL25070_2A_1      1975
21914  133727  33.812500 -118.328611        CLL25825_3C_1      9820
21915   48377  34.060057 -118.413166        CLL05502_2C_1      1975
21916   12096  34.099778 -117.909306        CLL24235_3A_1      9820
21917   12096  34.099778 -117.909306        CLL04235_3B_1      9820
21918  117189  34.161283 -118.169075        CLL00184_7C_1      5780
21919  117189  34.161089 -118.169050        CLL00185_7D_1      5780
21920  123234  34.194233 -118.333264        CLL05035_3A_1      9820
21921  123234  34.194233 -118.333264        CLL05035_3A_1      9820
21922  133873  33.565997 -117.670939        CLL26181_2C_1      1975
21923   48377  34.060295 -118.412797        CLL05502_9A_1       850
21924   40748  33.415922 -117.524762        CAL00394_2C_1      2200
21925   84243  33.080699 -117.295623        CAL00744_3B_1      9820
21926   11684  33.719000 -117.886917        CLL03412_9B_1       850
21927   11684  33.719000 -117.886917        CLL03412_9B_1       850
21928  138812  34.072622 -118.283599        CLL02368_9B_1       850
21929  138812  34.072622 -118.283599        CLL02368_9B_1       850
21930   11782  34.077857 -118.260383        CLL05088_2B_1      1975
21931   11782  34.077857 -118.260383        CLL05088_2B_1      1975
21932   25759  33.818060 -118.011110        CLL23261_7A_1      5780
21933   25764  33.867222 -117.890694        CLL23091_2B_1      1975
21934   27403  33.727278 -117.746111        CLL23657_2A_1      1975
21935  128944  33.923342 -118.298967        CLL22357_7A_1      5780
21936  128944  33.923342 -118.298967        CLL22357_7A_1      5780
21937   11684  33.719000 -117.886917        CLL03412_2C_1      1975
21938   27403  33.727278 -117.746111        CLL23657_7A_1      5780
21939   12450  33.463833 -117.681722        CLL03885_2C_1      1975
21940   11782  34.077857 -118.260383        CLL05088_2A_1      1975
21941   48089  34.165098 -118.326057        CLL25070_2B_1      1975
21942   48089  34.165098 -118.326057        CLL25070_2B_1      1975
21943  146706  34.091561 -117.891631        CLL02733_2C_1      1975
21944   12100  34.143361 -118.250361        CLL04459_8C_1      2430
21945   12100  34.143361 -118.250361        CLL04459_8C_1      2430
21946   12081  34.010850 -117.967528        CLL04256_3A_1      9820
21947   12081  34.010850 -117.967528        CLL04256_3A_1      9820
21948  123234  34.194233 -118.333264        CLL05035_2B_1      1975
21949   88261  33.971108 -118.418453        CLL02297_2B_1      1975
21950   88261  33.971108 -118.418453        CLL02297_2B_1      1975
21951  117189  34.161089 -118.169050        CLL00185_7A_1      5780
21952   48377  34.060057 -118.413166        CLL05502_9C_1       850
21953   48377  34.060057 -118.413166        CLL05502_9C_1       850
21954  123234  34.194233 -118.333264        CLL05035_9A_1       850
21955  123234  34.194233 -118.333264        CLL05035_9A_1       850
21956   27403  33.727278 -117.746111        CLL23657_2C_1      1975
21957   11894  34.082552 -118.387877        CLL05616_2A_1      1975
21958   11894  34.082552 -118.387877        CLL05616_2A_1      1975
21959   84243  33.080699 -117.295623        CAL00744_2A_1      2200
21960   27403  33.727278 -117.746111        CLL23657_7C_1      5780
21961   84243  33.080699 -117.295623        CAL00744_2B_1      2200
21962  123234  34.194233 -118.333264        CLL05035_2C_1      1975
21963  120547  34.050343 -118.384252        CLL25598_7A_1      5780
21964  117189  34.161283 -118.169075        CLL00184_7A_1      5780
21965   15204  35.350811 -118.897025        CSL00012_7C_1      5780
21966   12503  34.155337 -118.825263      CSL00099_7C_2_E      9720
21967  146706  34.091561 -117.891631        CLL02733_7D_1      5780
21968   11782  34.077857 -118.260383        CLL05088_7B_1      5780
21969   11684  33.719000 -117.886917        CLL03412_7B_1      5780
21970   47278  33.874389 -117.966000        CLL23101_2B_1      1975
21971  134258  33.919333 -118.131544        CLL02649_3C_1      9820
21972   12081  34.010850 -117.967528        CLL04256_2A_1      1975
21973   12081  34.010850 -117.967528        CLL04256_2A_1      1975
21974  138812  34.072622 -118.283599        CLL02368_2B_1      1975
21975  138812  34.072622 -118.283599        CLL02368_2B_1      1975
21976   88261  33.971108 -118.418453        CLL02297_9A_1       850
21977   88261  33.971108 -118.418453        CLL02297_9A_1       850
21978   11746  34.068260 -118.259400        CLL05648_2A_1      1975
21979   11684  33.719000 -117.886917        CLL03412_2B_1      1975
21980   11684  33.719000 -117.886917        CLL03412_2B_1      1975
21981  120547  34.050343 -118.384252        CLL05598_9C_1       850
21982  120547  34.050343 -118.384252        CLL05598_9C_1       850
21983   12081  34.010850 -117.967528        CLL04256_9A_1       850
21984   12081  34.010850 -117.967528        CLL04256_9A_1       850
21985   40748  33.415922 -117.524762        CAL00394_2A_1      2200
21986  128944  33.923342 -118.298967        CLL22357_2A_1      1975
21987  128944  33.923342 -118.298967        CLL22357_2A_1      1975
21988   11744  34.051917 -118.227500        CLL05682_3C_1      9820
21989   11744  34.051917 -118.227500        CLL05682_3C_1      9820
21990   25759  33.818060 -118.011110        CLL23261_2A_1      1975
21991  146706  34.091561 -117.891631        CLL02733_7C_1      5780
21992   40748  33.415922 -117.524762        CAL00394_2B_1      2200
21993  139071  33.981342 -118.290908        CLL06106_2A_1      1975
21994   12038  33.874194 -118.281861        CLL02625_2B_1      1975
21995   88261  33.971108 -118.418453        CLL02297_2A_1      1975
21996   88261  33.971108 -118.418453        CLL02297_2A_1      1975
21997   88261  33.971108 -118.418453        CLL02297_2A_1      1975
21998   12081  34.010850 -117.967528        CLL04256_7A_1      5780
21999   88261  33.971108 -118.418453        CLL02297_2C_1      1975
22000  146706  34.091561 -117.891631        CLL02733_2D_1      1975
22001  146706  34.091561 -117.891631        CLL02733_2D_1      1975
22002  117189  34.161283 -118.169075        CLL00184_7D_1      5780
22003   12038  33.874194 -118.281861        CLL02625_2C_1      1975
22004   12038  33.874194 -118.281861        CLL02625_2C_1      1975
22005   12038  33.874194 -118.281861        CLL02625_2C_1      1975
22006   12038  33.874194 -118.281861        CLL02625_2C_1      1975
22007  120547  34.050343 -118.384252        CLL05598_2D_1      1975
22008  120547  34.050343 -118.384252        CLL05598_2D_1      1975
22009   12096  34.099778 -117.909306        CLL04235_3C_1      9820
22010   11782  34.077857 -118.260383        CLL05088_9B_1       850
22011  123234  34.194233 -118.333264        CLL05035_7A_1      5780
22012   11782  34.077857 -118.260383        CLL05088_2C_1      1975
22013   11746  34.068260 -118.259400        CLL05648_2C_1      1975
22014   11684  33.719000 -117.886917        CLL03412_2A_1      1975
22015  117189  34.161089 -118.169050        CLL00185_7C_1      5780
22016  101283  33.785219 -117.958469        CLL23337_3C_1      9820
22017   12141  33.868614 -117.938799        CLL23099_3A_1      9820
22018   15204  35.350811 -118.897025        CSL21103_7B_1      5780
22019    9561  35.283972 -119.612889        CSL01141_9C_2       775
22020   40808  34.185611 -118.889694        CSL01656_9A_1       850
22021   12339  34.019056 -117.813917        CLL04282_9C_1       850
22022   12389  33.511806 -117.157306        CSL00964_3C_1      9820
22023   48932  33.895903 -117.533517        CSL04460_9A_1       850
22024   48932  33.895903 -117.533517        CSL04460_9A_1       850
22025   40319  34.087667 -117.697361        CSL04312_9A_1       850
22026   51159  33.775055 -117.863459        CLL03341_8A_1      2430
22027   97755  35.260639 -118.915083        CSL21170_3B_1      9820
22028  123234  34.194233 -118.333264        CLL05035_8B_1      2430
22029   14396  33.686357 -117.832187        CLL03451_8C_1      2430
22030   15204  35.350811 -118.897025        CSL01103_9A_1      1125
22031  114174  35.282139 -120.812528        CSL01256_9C_1       800
22032   26537  34.002278 -117.719944        CSL04335_2C_1      1975
22033    9561  35.283972 -119.612889        CSL01141_9A_2       775
22034   51023  35.326028 -119.717611        CSL01140_9C_2       775
22035   12339  34.019056 -117.813917        CLL04282_9B_1       850
22036   48784  33.556217 -117.626489        CLL03844_9C_1       850
22037   25759  33.818060 -118.011110        CLL03261_9C_1       850
22038   25759  33.818060 -118.011110        CLL03261_9C_1       850
22039   25759  33.818060 -118.011110        CLL03261_9C_1       850
22040   24350  34.089889 -118.014389        CLL04216_9A_1       850
22041   24350  34.089889 -118.014389        CLL04216_9B_1       850
22042   24350  34.089889 -118.014389        CLL04216_9B_1       850
22043   12521  34.202889 -118.999167        CSL01544_7B_1      5780
22044   51159  33.775038 -117.864175        CLL03341_8B_1      2430
22045  123234  34.194233 -118.333264        CLL05035_8C_1      2430
22046   51023  35.326028 -119.717611        CSL01140_9A_2       775
22047   25759  33.818060 -118.011110        CLL23261_9A_1       850
22048   40742  33.217561 -117.396262        CAL00129_2C_1      2200
22049   40808  34.185611 -118.889694        CSL01656_7A_1      5780
22050   12423  33.673822 -117.756656        CLL03679_8A_1      2430
22051   25759  33.818060 -118.011110        CLL03261_9B_1       850
22052   40742  33.217561 -117.396262        CAL00129_2B_1      2200
22053   11817  34.154678 -118.339729        CLL00250_8C_1      2430
22054   41148  33.914667 -117.458111        CSL04518_2C_1      1975
22055   12423  33.673822 -117.756656        CLL23679_8B_1      2430
22056   12423  33.673822 -117.756656        CLL23679_8B_1      2430
22057   40742  33.217561 -117.396262        CAL00129_3A_1      9820
22058   93719  34.042639 -118.266556        CLL05766_8B_1      2430
22059   93719  34.042639 -118.266556        CLL05766_8B_1      2430
22060   11817  34.154678 -118.339729        CLL05068_8A_1      2430
22061   11817  34.154678 -118.339729        CLL05068_8A_1      2430
22062    9561  35.283972 -119.612889        CSL01141_9B_2       775
22063   40742  33.217561 -117.396262        CAL00129_3B_1      9820
22064   12503  34.155337 -118.825263      CSL21686_7B_2_E      9720
22065   48784  33.556217 -117.626489        CLL03844_9A_1       850
22066   24350  34.089889 -118.014389        CLL04216_9C_1       850
22067   12339  34.019056 -117.813917        CLL04282_9A_1       850
22068   12423  33.673822 -117.756656        CLL00770_8C_1      2430
22069   12563  34.405417 -119.715306      CSL21438_7A_2_E      9720
22070   12521  34.202889 -118.999167        CSL01544_3B_1      9820
22071   40742  33.217561 -117.396262        CAL00129_2A_1      2200
22072   40319  34.087667 -117.697361        CSL04312_2A_1      1975
22073   48932  33.895903 -117.533517        CSL04460_7A_1      5780
22074   40742  33.217561 -117.396262        CAL00129_3C_1      9820
22075   12521  34.202889 -118.999167        CSL01544_9B_1       850
22076   14396  33.686357 -117.832187        CLL03451_8A_1      2430
22077   51023  35.326028 -119.717611        CSL01140_9B_2       775
22078   48784  33.556217 -117.626489        CLL03844_9B_1       850
22079   41148  33.914667 -117.458111        CSL04518_2A_1      1975
22080   26537  34.002278 -117.719944        CSL04335_2A_1      1975
22081   40319  34.087667 -117.697361        CSL04312_7A_1      5780
22082   12389  33.511806 -117.157306        CSL00964_9C_1       850
22083   11817  34.154678 -118.339729        CLL25068_8B_1      2430
22084   11817  34.154678 -118.339729        CLL25068_8B_1      2430
22085   51159  33.775581 -117.864197        CLL03341_8C_1      2430
22086   48932  33.895903 -117.533517        CSL04460_2A_1      1975
22087   48932  33.895903 -117.533517        CSL04460_2A_1      1975
22088  123234  34.194233 -118.333264        CLL05035_8A_1      2430
22089   81493  34.120781 -118.133823        CLL05843_3A_1      9820
22090  123234  34.194233 -118.333264      CLL05035_7C_2_E      9720
22091  123234  34.194233 -118.333264      CLL05035_7B_2_E      9720
22092   12519  34.282917 -119.170389      CSL01491_7C_2_E      9720
22093   12390  34.095750 -117.819944      CLL04291_7B_2_E      9720
22094   12390  34.095750 -117.819944      CLL04291_7C_2_E      9720
22095   12181  34.102603 -118.098190        CLL25868_3B_1      9820
22096   12390  34.095750 -117.819944      CLL04291_7A_2_E      9720
22097   11936  34.032871 -118.463875      CLL02246_7A_2_E      9720
22098   11936  34.032871 -118.463875      CLL02246_7A_2_E      9720
22099   79675  34.227067 -118.536594        CLL21915_3C_1      9820
22100   81493  34.120783 -118.133869        CLL05843_3C_1      9820
22101   12144  34.034951 -118.117388        CLL25902_3C_1      9820
22102   11936  34.032871 -118.463875      CLL02246_7C_2_E      9720
22103  123234  34.194233 -118.333264      CLL05035_7A_2_E      9720
22104   11936  34.032871 -118.463875      CLL02246_7B_2_E      9720
22105   25804  33.895909 -117.863855        CLL23081_3B_1      9820
22106   25804  33.895909 -117.863855        CLL23081_3B_1      9820
22107   11854  34.286024 -118.426252        CLL25207_3B_1      9820
22108   11854  34.286024 -118.426252        CLL25207_3B_1      9820
22109   24283  34.039365 -118.320334        CLL22431_3C_1      9820
22110   24283  34.039365 -118.320334        CLL22431_3C_1      9820
22111   24283  34.039365 -118.320334        CLL22431_3C_1      9820
22112   24390  34.221307 -118.358131        CLL25006_3C_1      9820
22113   48224  33.972626 -118.101474        CLL02517_3A_1      9820
22114   25726  33.755192 -117.941166        CLL03402_3A_1      9820
22115   25726  33.755192 -117.941166        CLL03402_3A_1      9820
22116   26372  34.169928 -118.531207        CLL21941_3C_1      9820
22117   26372  34.169928 -118.531207        CLL21941_3C_1      9820
22118   25804  33.895909 -117.863855        CLL03081_3A_1      9820
22119   25804  33.895909 -117.863855        CLL03081_3A_1      9820
22120   24390  34.221307 -118.358131        CLL05006_3B_1      9820
22121   12171  34.002858 -117.947996        CLL04257_3A_1      9820
22122   12171  34.002858 -117.947996        CLL04257_3A_1      9820
22123   25726  33.755343 -117.940895        CLL23402_3B_1      9820
22124   25737  33.854459 -117.886078        CLL03219_3C_1      9820
22125   25737  33.854459 -117.886078        CLL03219_3C_1      9820
22126   14550  34.413389 -118.911028        CSL01623_7A_1      5780
22127   14550  34.413389 -118.911028        CSL01623_9C_1       850
22128   97725  34.097746 -118.360667        CLL05614_3B_1      9820
22129   97725  34.097746 -118.360667        CLL05614_3B_1      9820
22130   14550  34.413389 -118.911028        CSL01623_9A_1       850
22131   12102  34.165701 -118.150130        CLL05807_3B_1      9820
22132   12494  33.647360 -117.683970        CLL03822_3C_1      9820
22133   11879  34.219138 -118.484592        CLL05247_3B_1      9820
22134   11855  34.170562 -118.367005        CLL05276_3B_1      9820
22135   11855  34.170562 -118.367005        CLL05276_3B_1      9820
22136   11855  34.170562 -118.367005        CLL05276_3A_1      9820
22137   48224  33.972626 -118.101474        CLL22517_3B_1      9820
22138   25726  33.755174 -117.941171        CLL03402_3C_1      9820
22139   50912  34.019300 -118.354392        CLL02425_3C_1      9820
22140   25804  33.895909 -117.863855        CLL03081_3C_1      9820
22141   25804  33.895909 -117.863855        CLL03081_3C_1      9820
22142   26954  33.895588 -117.965097        CLL03102_3C_1      9820
22143   48224  33.972626 -118.101474        CLL02517_3C_1      9820
22144   12102  34.165701 -118.150130        CLL25807_3A_1      9820
22145   11925  34.021707 -118.436963        CLL02274_3A_1      9820
22146   11925  34.021707 -118.436963        CLL02274_3A_1      9820
22147   11998  33.862090 -118.339130        CLL22815_3B_1      9820
22148   12171  34.002858 -117.947996        CLL04257_3C_1      9820
22149   11998  33.862090 -118.339130        CLL02815_3A_1      9820
22150   11749  34.098703 -118.288800        CLL05080_3B_1      9820
22151   11749  34.098703 -118.288800        CLL05080_3B_1      9820
22152   12494  33.647360 -117.683970        CLL03822_3A_1      9820
22153   97765  33.669139 -117.819639        CLL03522_3B_1      9820
22154   97765  33.669139 -117.819639        CLL03522_3B_1      9820
22155   11855  34.170562 -118.367005        CLL05276_3C_1      9820
22156   12102  34.165701 -118.150130        CLL05807_3C_1      9820
22157  100625  33.978889 -118.037139        CLL03121_9B_1       850
22158   26954  33.895588 -117.965097        CLL23102_3B_1      9820
22159   26954  33.895588 -117.965097        CLL23102_3B_1      9820
22160   12171  34.002858 -117.947996        CLL24257_3B_1      9820
22161   14550  34.413389 -118.911028        CSL01623_7C_1      5780
22162   11998  33.862090 -118.339130        CLL02815_3C_1      9820
22163   12349  33.985806 -117.707139        CSL04436_9C_1       850
22164   12500  34.165264 -118.908866        CSL01670_3A_1      9820
22165   24390  34.221307 -118.358131        CLL05006_3A_1      9820
22166   12070  33.763782 -118.391723        CLL22897_3C_1      9820
22167   12494  33.647360 -117.683970        CLL23822_3B_1      9820
22168   11697  33.858194 -117.792528        CLL03615_3C_1      9820
22169   11697  33.858194 -117.792528        CLL03615_3C_1      9820
22170   43729  34.014722 -118.056389        CLL03001_3B_1      9820
22171   11688  33.855444 -117.907417        CLL03218_3B_1      9820
22172  145108  34.043694 -118.213139        CLL02501_3B_1      9820
22173  145108  34.043694 -118.213139        CLL02501_3B_1      9820
22174   11688  33.855444 -117.907417        CLL03218_3C_1      9820
22175   11688  33.855444 -117.907417        CLL03218_3A_1      9820
22176   11673  33.802511 -117.971783        CLL03257_3B_1      9820
22177   11697  33.858194 -117.792528        CLL03615_3A_1      9820
22178   11697  33.858194 -117.792528        CLL03615_3A_1      9820
22179   11673  33.802511 -117.971783        CLL23257_3C_1      9820
22180   11673  33.802511 -117.971783        CLL23257_3C_1      9820
22181   43729  34.014722 -118.056389        CLL23001_3C_1      9820
22182  119801  34.002777 -118.248281        CLL22543_3B_1      9820
22183  119801  34.002777 -118.248281        CLL22543_3B_1      9820
22184   25738  33.889583 -117.870028        CLL03082_3C_1      9820
22185   25738  33.889583 -117.870028        CLL03082_3C_1      9820
22186   11697  33.858194 -117.792528        CLL03615_3B_1      9820
22187   11697  33.858194 -117.792528        CLL03615_3B_1      9820
22188   11673  33.802511 -117.971783        CLL03257_3A_1      9820
22189   82931  33.130633 -117.204768        CAL01344_3C_1      9820
22190   82931  33.130633 -117.204768        CAL01344_2A_1      2200
22191   82931  33.130633 -117.204768        CAL01344_3B_1      9820
22192   82931  33.130633 -117.204768        CAL01344_3B_1      9820
22193   82931  33.130633 -117.204768        CAL01344_2B_1      2200
22194   82931  33.130633 -117.204768        CAL01344_3A_1      9820
22195   82931  33.130633 -117.204768        CAL01344_2C_1      2200
22196  135268  35.402308 -119.027664        CSL05624_3A_1      9820
22197  135268  35.402308 -119.027664        CSL05624_3B_1      9820
22198   12520  34.197028 -119.099861        CSL01524_3A_1      9820
22199  119934  32.729053 -117.204825        CAL06332_9E_1       700
22200   83841  33.855083 -118.386694        CLL06360_3C_1      9820
22201   48766  33.550250 -117.647694        CLL03842_3B_1      9820
22202   48766  33.550250 -117.647694        CLL03842_3C_1      9820
22203   51803  33.489750 -117.675500        CLL23933_3B_1      9820
22204   24387  34.182056 -118.166667        CLL05027_3B_1      9820
22205  118513  32.791027 -117.165582        CAL02090_3A_1      9820
22206  118513  32.791027 -117.165582        CAL02090_3A_1      9820
22207   93342  33.535778 -117.629861        CLL23845_3C_1      9820
22208   12031  33.738240 -118.281642        CLL22862_3A_1      9820
22209   12149  34.108389 -118.058000        CLL04213_3C_1      9820
22210   51803  33.489750 -117.675500        CLL03933_3C_1      9820
22211   12114  34.144528 -118.072639        CLL05820_2A_1      1975
22212   48766  33.550250 -117.647694        CLL03842_3A_1      9820
22213   12312  33.888167 -117.337667        CSL04686_3C_1      9820
22214   24387  34.182056 -118.166667        CLL25027_3A_1      9820
22215  127205  33.941072 -118.308711        CLL02356_3A_1      9820
22216  127205  33.941072 -118.308711        CLL02356_3A_1      9820
22217  127205  33.941072 -118.308711        CLL02356_3A_1      9820
22218   48230  33.941492 -117.985067        CLL03013_3C_1      9820
22219   24387  34.182056 -118.166667        CLL05027_3C_1      9820
22220   12312  33.888167 -117.337667        CSL24686_3B_1      9820
22221   93342  33.535778 -117.629861        CLL03845_3B_1      9820
22222  118513  32.791027 -117.165582        CAL02090_3C_1      9820
22223   93342  33.535778 -117.629861        CLL03845_3A_1      9820
22224  117348  32.709094 -117.233912        CAL00204_3A_1      9820
22225   46607  34.199583 -118.176667        CLL05023_3C_1      9820
22226   46607  34.199583 -118.176667        CLL05023_3C_1      9820
22227   12331  33.998722 -117.886611        CLL04264_3A_1      9820
22228   12331  33.998722 -117.886611        CLL04264_3A_1      9820
22229  127205  33.941072 -118.308711        CLL22356_3B_1      9820
22230  127205  33.941072 -118.308711        CLL22356_3B_1      9820
22231   12149  34.108389 -118.058000        CLL24213_3A_1      9820
22232   46607  34.199583 -118.176667        CLL05023_3B_1      9820
22233  117348  32.709094 -117.233912        CAL00204_3B_1      9820
22234   51803  33.489750 -117.675500        CLL03933_3A_1      9820
22235   12109  34.013333 -118.166417      CLL00521_7B_2_E      9720
22236   12109  34.013333 -118.166417      CLL00521_7B_2_E      9720
22237   12149  34.108389 -118.058000        CLL04213_3B_1      9820
22238   46607  34.199583 -118.176667        CLL25023_3A_1      9820
22239   15956  34.319636 -118.497120        CLL25200_3A_1      9820
22240   51029  34.053000 -118.231083        CLL05681_9B_1       850
22241   51029  34.053000 -118.231083        CLL05681_9B_1       850
22242   51029  34.053000 -118.231083        CLL05681_9C_1       850
22243   82198  33.178449 -117.334345     CAL06101_7S_1_DB      5780
22244   82198  33.178449 -117.334345     CAL06101_9R_1_DB       700
22245   82198  33.178449 -117.334345     CAL06101_9T_1_DB       700
22246   82198  33.178449 -117.334345     CAL06101_7T_1_DB      5780
22247   82198  33.178449 -117.334345     CAL06101_7R_1_DB      5780
22248   82198  33.178449 -117.334345     CAL06101_9S_1_DB       700
22249  119934  32.729053 -117.204825        CAL07332_2F_1      2200
22250  119934  32.729053 -117.204825        CAL05332_2D_1      2200
22251  119934  32.729053 -117.204825        CAL09332_7C_1      5780
22252  119934  32.729053 -117.204825        CAL07332_9F_1       700
22253  119934  32.729053 -117.204825        CAL00332_2A_1      2200
22254  119934  32.729053 -117.204825        CAL09332_9C_1       700
22255   48116  33.931941 -118.200848        CLL02642_3A_1      9820
22256  119934  32.729053 -117.204825        CAL03332_2B_1      2200
22257  119934  32.729053 -117.204825        CAL07332_7F_1      5780
22258  119934  32.729053 -117.204825        CAL06332_2E_1      2200
22259  119934  32.729053 -117.204825        CAL09332_2C_1      2200
22260  119934  32.729053 -117.204825        CAL07332_3F_1      9820
22261  172860  34.036790 -118.268150  CLL06635_R01_9Q_1_N       850
22262  172860  34.036790 -118.268150  CLL06635_R01_9Q_1_N       850
22263   15174  34.018533 -118.498349        CLL02237_3A_1      9820
22264   16274  33.214205 -117.234485        CAL00149_7B_1      5780
