         usid   latitude   longitude                 cell  earfcndl
47133   50602  32.582311 -117.035679        CAL05004_8B_1      2435
47134   26439  33.592889 -117.148306        CSL24947_8A_1      2454
47135   50602  32.582311 -117.035679        CAL05004_8A_1      2435
47136   50602  32.582311 -117.035679        CAL05004_2C_1      2200
47137   26439  33.592889 -117.148306        CSL24947_7B_1      5780
47138  102026  34.246225 -116.062250        CSL04823_3A_1      9820
47139   50602  32.582311 -117.035679        CAL05004_2A_1      2200
47140   50602  32.582311 -117.035679        CAL05004_8C_1      2435
47141   26439  33.592889 -117.148306      CSL24947_7A_2_E      9720
47142   25864  33.516917 -117.060639        CSL04930_2B_1      1975
47143   26439  33.592889 -117.148306      CSL24947_7B_2_E      9720
47144   26439  33.592889 -117.148306        CSL24947_7C_1      5780
47145   26439  33.592889 -117.148306        CSL24947_7A_1      5780
47146   25864  33.516917 -117.060639        CSL04930_9B_1       850
47147  170268  34.076730 -117.175100        CSL00481_9A_1       850
47148   12373  33.659972 -117.152306        CSL04713_8A_1      2454
47149   14193  33.136345 -117.156081      CAL03457_7A_2_F      5330
47150   14112  32.779635 -117.007742      CAL03315_7C_2_F      5330
47151   79778  32.632199 -116.984706      CAL02021_7B_2_F      5330
47152   82153  32.623395 -116.996942      CAL05020_7B_2_F      5330
47153   82153  32.623435 -116.996982      CAL05020_7C_2_F      5330
47154   45397  32.937783 -117.109179      CAL00766_7A_2_F      5330
47155   14112  32.779555 -117.007692      CAL03315_7A_2_F      5330
47156   79778  32.632199 -116.984706      CAL02021_7A_2_F      5330
47157   87830  32.975905 -117.076009      CAL04627_7B_2_F      5330
47158   97674  33.482867 -117.095028      CSL04990_7C_3_F      5330
47159   24440  32.623299 -117.036551      CAL00543_7C_2_F      5330
47160   14112  32.779265 -117.007981      CAL03315_7B_2_F      5330
47161   79780  32.985311 -117.076706      CAL01635_7A_2_F      5330
47162   12664  32.729575 -117.171922      CAL03122_7B_2_F      5330
47163   14193  33.136355 -117.156022      CAL03457_7B_2_F      5330
47164   99965  32.773466 -117.181793      CAL02088_7B_2_F      5330
47165   82962  32.585338 -117.120179      CAL02048_7C_2_F      5330
47166   82962  32.585338 -117.120179      CAL02048_7A_2_F      5330
47167   45397  32.937783 -117.109179      CAL00766_7C_2_F      5330
47168   13997  32.879519 -117.162909      CAL03443_7C_2_F      5330
47169   24440  32.623299 -117.036551      CAL00543_7A_2_F      5330
47170   13912  33.110105 -117.094532      CAL03499_7B_2_F      5330
47171   13912  33.110325 -117.094852      CAL03499_7C_2_F      5330
47172   13912  33.110325 -117.094852      CAL03499_7C_2_F      5330
47173  151489  33.071056 -117.065936      CAL03850_7A_2_F      5330
47174  151489  33.071056 -117.065936      CAL03850_7C_2_F      5330
47175   24440  32.623299 -117.036551      CAL00543_7B_2_F      5330
47176   82962  32.585338 -117.120179      CAL02048_7B_2_F      5330
47177  151489  33.071056 -117.065936      CAL03850_7B_2_F      5330
47178  151489  33.071056 -117.065936      CAL03850_7B_2_F      5330
47179   79778  32.632199 -116.984706      CAL02021_7C_2_F      5330
47180   45397  32.937783 -117.109179      CAL00766_7B_2_F      5330
47181  115756  33.203573 -117.108854      CAL00870_7A_2_F      5330
47182  115756  33.203573 -117.108854      CAL00870_7B_2_F      5330
47183   13912  33.110575 -117.094852      CAL03499_7A_2_F      5330
47184   97674  33.482867 -117.095028      CSL04990_7B_3_F      5330
47185   13997  32.879519 -117.162909      CAL03443_7B_2_F      5330
47186  115756  33.203573 -117.108854      CAL00870_7C_2_F      5330
47187   97674  33.482867 -117.095028      CSL04990_7A_3_F      5330
47188   87830  32.975905 -117.076009      CAL04627_7A_2_F      5330
47189   14560  32.760415 -117.183322      CAL03015_7B_2_F      5330
47190   82153  32.623424 -116.996982      CAL05020_7A_2_F      5330
47191   79780  32.985311 -117.076706      CAL01635_7C_2_F      5330
47192   87830  32.975905 -117.076009      CAL04627_7C_2_F      5330
47193   79780  32.985311 -117.076706      CAL01635_7B_2_F      5330
47194   26379  34.033389 -117.034222        CSL24641_7A_1      5780
47195   26379  34.033389 -117.034222        CSL24641_7C_1      5780
47196   26379  34.033389 -117.034222        CSL24641_3B_1      9820
47197   26379  34.033389 -117.034222        CSL24641_7B_1      5780
47198  118948  33.504861 -117.122250        CSL04940_2C_1      1975
47199  118948  33.504861 -117.122250        CSL04940_7C_1      5780
47200   50587  32.630503 -117.085999        CAL05016_2B_1      2200
47201  118741  33.079216 -117.176008        CAL00645_3A_1      9820
47202  118741  33.079216 -117.176008        CAL00645_9A_1       700
47203  118741  33.079216 -117.176008        CAL00645_2A_2     66986
47204   50587  32.630430 -117.086252        CAL05016_2A_1      2200
47205   50587  32.630430 -117.086252        CAL05016_2A_1      2200
47206  118948  33.504861 -117.122250        CSL04940_9C_1       850
47207   50587  32.630222 -117.086181        CAL05016_2C_1      2200
47208  118741  33.079216 -117.176008        CAL00645_2A_1      2200
47209   50602  32.582311 -117.035679      CAL05004_7A_2_F      5330
47210   50602  32.582311 -117.035679      CAL05004_7B_2_F      5330
47211   50602  32.582311 -117.035679      CAL05004_7C_2_F      5330
47212   44760  32.878145 -117.180252        CAL03739_2A_1      2200
47213   13862  33.092644 -117.042595        CAL00462_2A_1      2200
47214   13862  33.092644 -117.042595        CAL00462_2B_1      2200
47215   13862  33.092644 -117.042595        CAL00462_2C_1      2200
47216  134457  33.752094 -117.008100      CSL04901_7A_3_F      5330
47217  134457  33.752094 -117.008100      CSL04901_7B_3_F      5330
47218  134457  33.752094 -117.008100      CSL04901_7C_3_F      5330
47219   50602  32.582311 -117.035679        CAL05004_2B_2     66986
47220  115682  32.600829 -116.609648        CAL00707_9C_1       700
47221  115682  32.600829 -116.609648        CAL00707_9A_1       700
47222   50602  32.582311 -117.035679        CAL05004_2C_2     66986
47223  115682  32.600829 -116.609648        CAL00707_9B_1       700
47224   50602  32.582311 -117.035679        CAL02004_3B_1      9820
47225   50602  32.582311 -117.035679        CAL05004_2A_2     66986
47226  119815  33.687306 -117.173556        CSL24716_8A_1      2454
47227   51016  33.742453 -117.114892        CSL04710_2C_2     66986
47228   51016  33.742453 -117.114892        CSL04710_2A_2     66986
47229  134457  33.752094 -117.008100        CSL04901_2C_2     66986
47230  134457  33.752094 -117.008100        CSL04901_2B_2     66986
47231  134457  33.752094 -117.008100        CSL04901_2A_2     66986
47232  119815  33.686842 -117.173514        CSL24716_3A_1      9820
47233   43585  32.679199 -116.292345        CAL00716_7C_1      5780
47234   12354  33.730167 -116.388944        CSL09238_8C_1      2454
47235   12354  33.730167 -116.388944        CSL09238_8A_1      2454
47236   50587  32.630503 -117.085999        CAL05016_2B_2     66986
47237   43585  32.679199 -116.292345        CAL00716_7A_1      5780
47238   12354  33.730167 -116.388944        CSL09238_8B_1      2454
47239   43585  32.679199 -116.292345        CAL00716_7B_1      5780
47240   50587  32.630430 -117.086252        CAL05016_2A_2     66986
47241   50587  32.630430 -117.086252        CAL05016_2A_2     66986
47242   50587  32.630222 -117.086181        CAL05016_2C_2     66986
47243   12354  33.730167 -116.388944        CSL04853_2C_2     66986
47244   12354  33.730167 -116.388944        CSL04853_2A_2     66986
47245   12354  33.730167 -116.388944      CSL09238_7C_2_E      9720
47246   50587  32.630222 -117.086181        CAL05016_8C_1      2435
47247   50587  32.630503 -117.085999        CAL05016_8B_1      2435
47248   12354  33.730167 -116.388944      CSL09238_7B_2_E      9720
47249   12354  33.730167 -116.388944        CSL04853_2B_2     66986
47250   50587  32.630430 -117.086252        CAL05016_8A_1      2435
47251   12354  33.730167 -116.388944      CSL09238_7A_2_E      9720
47252   51791  33.724113 -116.307131        CSL04859_3A_1      9820
47253   13887  33.219061 -117.027268      CAL00477_7A_2_F      5330
47254   13887  33.219061 -117.027268      CAL00477_7C_2_F      5330
47255  115521  32.706103 -117.148669      CAL03004_7C_2_F      5330
47256  115521  32.706164 -117.148911      CAL03004_7B_2_F      5330
47257  118741  33.079216 -117.176008      CAL00645_7A_2_F      5330
47258  115521  32.706164 -117.148911      CAL03004_7A_2_F      5330
47259   13887  33.219061 -117.027268      CAL00477_7B_2_F      5330
47260   44760  32.878145 -117.180252        CAL00739_8A_1      2435
47261   44760  32.878145 -117.180252        CAL03739_2A_2     66986
47262   12354  33.730167 -116.388944      CSL04853_7C_3_F      5330
47263   12354  33.730167 -116.388944      CSL04853_7A_3_F      5330
47264   12354  33.730167 -116.388944      CSL04853_7B_3_F      5330
47265   14005  32.748861 -117.125669        CAL03341_8C_1      2435
47266   14005  32.748763 -117.125403        CAL03341_8A_1      2435
47267   14005  32.748627 -117.125573        CAL03341_8B_1      2435
47268   14005  32.748627 -117.125573        CAL03341_2B_1      2200
47269   14005  32.748763 -117.125403        CAL03341_2A_1      2200
47270   50619  32.680005 -115.427511        CAL02559_7C_1      5780
47271   50619  32.680005 -115.427511        CAL02559_9A_1      1000
47272   50619  32.680005 -115.427511        CAL02559_9C_1      1000
47273   50619  32.680005 -115.427511        CAL02559_9B_1      1000
47274   50619  32.680005 -115.427511        CAL02559_7A_1      5780
47275   50619  32.680005 -115.427511        CAL02559_7B_1      5780
47276   82907  32.791755 -117.002318        CAL02620_2C_1      2200
47277   82907  32.791755 -117.002318        CAL02620_2C_1      2200
47278   26432  33.772111 -116.397833        CSL04852_3B_1      9820
47279   82907  32.791755 -117.002318        CAL02620_2A_1      2200
47280   82907  32.791755 -117.002318        CAL02620_2B_1      2200
47281   82907  32.791755 -117.002318        CAL02620_3B_1      9820
47282   82907  32.791755 -117.002318        CAL02620_2C_2     66986
47283   82907  32.791755 -117.002318        CAL02620_2C_2     66986
47284   82907  32.791755 -117.002318        CAL02620_3A_1      9820
47285   82907  32.791755 -117.002318        CAL02620_3A_1      9820
47286   12364  33.801944 -116.462500        CSL24848_3A_1      9820
47287   51068  34.268750 -116.814722        CSL04139_3B_1      9820
47288   82907  32.791755 -117.002318        CAL02620_2B_2     66986
47289   82907  32.791755 -117.002318        CAL02620_2A_2     66986
47290   82907  32.791755 -117.002318        CAL02620_2A_2     66986
47291   85559  34.887806 -117.023917        CSL24025_3A_1      9820
47292   12373  33.659972 -117.152306        CSL04713_3A_1      9820
47293   26432  33.772111 -116.397833        CSL04852_3A_1      9820
47294   26432  33.772111 -116.397833        CSL24852_3C_1      9820
47295   51016  33.742453 -117.114892      CSL24710_7B_2_E      9720
47296   51016  33.742453 -117.114892      CSL24710_7B_2_E      9720
47297   51016  33.742453 -117.114892      CSL24710_7C_2_E      9720
47298   51016  33.742453 -117.114892      CSL24710_7A_2_E      9720
47299  124395  32.763016 -117.132910        CAL00771_3B_1      9840
47300   40752  32.757922 -117.077818        CAL00535_3A_1      9840
47301   40752  32.757922 -117.077818        CAL00535_3A_1      9840
47302   12333  33.655083 -115.986139        CSL04873_7B_1      5780
47303   12333  33.655083 -115.986139        CSL04873_2C_1      1975
47304   40752  32.757922 -117.077818        CAL00535_3C_1      9840
47305   12333  33.655083 -115.986139        CSL04873_9B_1       850
47306   12333  33.655083 -115.986139        CSL04873_2B_1      1975
47307   12333  33.655083 -115.986139        CSL04873_9C_1       850
47308   12333  33.655083 -115.986139        CSL04873_7C_1      5780
47309  120352  33.133691 -117.060726      CAL03234_7B_2_F      5330
47310  120352  33.133691 -117.060726      CAL03234_7C_2_F      5330
47311   14005  32.748763 -117.125403        CAL03341_2A_2     66986
47312  124395  32.763016 -117.132910        CAL00771_9B_1       700
47313  124395  32.763205 -117.133038        CAL00771_7A_1      5780
47314   47920  34.120861 -115.768722        CSL04821_7B_1      5780
47315  124395  32.763016 -117.132910        CAL00771_7B_1      5780
47316  103387  33.506500 -117.143694        CSL24941_3A_1      9820
47317  124395  32.763011 -117.133101        CAL00771_7C_1      5780
47318   47920  34.120861 -115.768722        CSL04821_7C_1      5780
47319   47920  34.120861 -115.768722        CSL04821_7A_1      5780
47320   12314  33.924639 -116.614806        CSL24838_8B_1      2454
47321   12396  33.924917 -116.808194        CSL04837_7B_1      5780
47322   12314  33.924639 -116.614806        CSL24838_7B_1      5780
47323   12314  33.924639 -116.614806        CSL24838_8C_1      2454
47324   12314  33.924639 -116.614806        CSL24838_3A_1      9820
47325   12396  33.924917 -116.808194        CSL04837_3B_1      9820
47326   12396  33.924917 -116.808194        CSL04837_2B_1      1975
47327   12314  33.924639 -116.614806        CSL24838_8A_1      2454
47328   12314  33.924639 -116.614806        CSL24838_3B_1      9820
47329   12314  33.924639 -116.614806        CSL24838_7C_1      5780
47330   12396  33.924917 -116.808194        CSL04837_9B_1       850
47331   12314  33.924639 -116.614806        CSL24838_7A_1      5780
47332   12350  34.056056 -117.178861        CSL24619_3A_1      9820
47333   13920  32.575922 -117.116345        CAL00379_9A_1       700
47334   24443  32.718905 -117.025012        CAL03546_2C_2     66986
47335   24443  32.718905 -117.025012        CAL03546_2C_2     66986
47336   85559  34.887806 -117.023917        CSL24025_7C_1      5780
47337   24406  33.801306 -116.545389        CSL04843_2B_2     66986
47338  161121  33.961667 -116.501000        CSL03971_3B_1      9820
47339  124395  32.763205 -117.133038        CAL00771_2A_2     66986
47340   85559  34.887806 -117.023917        CSL04025_9A_1       850
47341  124395  32.763016 -117.132910        CAL00771_2B_2     66986
47342   85559  34.887806 -117.023917        CSL24025_7B_1      5780
47343   24443  32.718905 -117.025012        CAL03546_2A_2     66986
47344  157567  33.795194 -116.969944        CSL05024_3C_1      9820
47345   85559  34.887806 -117.023917        CSL04025_2A_1      1975
47346   24406  33.801306 -116.545389        CSL04843_2C_2     66986
47347  157567  33.795194 -116.969944        CSL05024_9C_1       850
47348  157567  33.795194 -116.969944        CSL05024_7C_1      5780
